cdi,pl,lo,pn,ld,t,cb,ct,c,fr,hr,lc,lt,situation,id
"8459278695866","","closed","@$C!$L$!Y@8 @4@3 #7#!3!#7T!#H","09.10.2022","13.03.2024 07:44:03","Manchester Money Managers","high","EUR","unknown","phone","While attempting to fix a leaky faucet, I accidentally broke the handle and water started spraying everywhere.","property","NIR","21.08.2023 21:45:44"
"558453501609","Commercial Auto Line","closed"," $C#L@#Y#9 7!2@7#!6@$3!$S!$G","10.06.2021","23.11.2025 17:43:01","Southampton Stock Exchange","medium","EUR","unknown","phone","While trying to demonstrate a karate move, I accidentally kicked a hole in the wall.","motor","NIR","21.08.2023 21:45:44"
"8242279368824","Road Risks","open","@ C@L$ Y0$ 7 @57!$74#@S I","25.12.2020","21.08.2025 01:30:59","Nottinghamshire Investment Solutions","medium","EUR","not applicable","phone","I thought it would be entertaining to try tightrope walking across a narrow fence, but I ended up falling into a pond.","motor","SCO","21.08.2023 21:45:44"
"6900219494749","Road Risks","closed","@$C #L!Y#7$!72@#9# 98 $G@#S","06.03.2019","29.09.2027 09:39:05","Norfolk Investment Solutions","high","EUR","non-fault","phone","I decided to test the strength of a hammock by jumping onto it from a tree branch, only to have it rip and send me crashing to the ground.","motor","WAL","21.08.2023 21:45:44"
"6030867199617","Property","open"," $C!#LY#$6 #21 6!@6 !5#R$ P","08.12.2019","","","low","","not applicable","other","I decided to test the stability of a ladder by standing on the very top, but it wobbled and I fell off.","motor","WAL","21.08.2023 21:45:44"
"6221426765752","Personal Auto Line","closed"," C!#LY$@66 #5 !1@!0$@8@$D!Q","11.02.2021","04.05.2028 19:29:32","Dundee Investment Services","low","GBP","not applicable","mail","","motor","NIR","21.08.2023 21:45:44"
"757535155925","Road Risks","open","$#CL$ Y@$6!#9!$4 $6 !5 $4 T#G","25.08.2018","15.05.2027 17:23:33","Glasgow Growth Fund","low","","unknown","web","While trying to balance on a tightrope, I lost my footing and crashed into a picnic table full of food.","motor","SCO","21.08.2023 21:45:44"
"7797307521731","Personal Auto Line","open","$!C#L#@Y@3!#1#5!9!2$!3$ W !Z","17.10.2018","09.06.2026 22:22:31","Thames Valley Investments","high","","not applicable","phone","I thought it would be fun to build a homemade water slide in the backyard, but it turned into a muddy disaster after the first slide.","motor","ENG","21.08.2023 21:45:44"
"721563788433","Commercial Auto Line","closed","C$#L$ Y!$0@$0#$9$!3$ 4@ 9O@#O","01.03.2020","08.08.2024 04:55:15","Glasgow Glen Securities","medium","EUR","unknown","phone","I thought it would be fun to ride a shopping cart down a steep hill, but it quickly got out of control and crashed into a parked car.","motor","ENG","21.08.2023 21:45:44"
"1579042480840","Road Risks","closed","!C@$L!#Y04#7$@7@#06$@S!@X","04.01.2021","19.09.2027 16:17:28","Surrey Securities","high","GBP","fault","phone","","motor","WAL","21.08.2023 21:45:44"
"3452594460505","Property","open","!C$!LY0$@0$@8@#7@#7$@1$ I$@K","26.10.2018","15.03.2024 21:55:57","Glasgow Glen Securities","high","EUR","non-fault","phone","I decided to test the durability of my new shoes by wearing them during a muddy obstacle course race, only to have them completely ruined by the end.","motor","SCO","21.08.2023 21:45:44"
"1858965198502","Property","closed","C!@LY#!6!$6!#24$ 1@#4@ H@#M","18.04.2022","07.03.2025 20:22:14","Edinburgh Emerging Wealth","high","GBP","unknown","phone","I thought it would be funny to dress up as a scarecrow and surprise my friends in the garden, but I ended up scaring away the birds and ruining the plants.","motor","WAL","21.08.2023 21:45:44"
"2300082863177","Commercial Auto Line","closed","#C@$L Y @1@#4@49 3!#1#$Z@ C","21.09.2019","18.02.2024 05:07:51","Leeds Leveraged Finance","medium","GBP","","web","While attempting to parallel park, I accidentally hit the gas instead of the brake and ended up parking halfway on the sidewalk.","motor","NIR","21.08.2023 21:45:44"
"6592724849325","Road Risks","closed","!C$!LY!@3# 1!@586@4@#N @N","13.02.2023","25.04.2027 15:31:22","Birmingham Bond Traders","medium","GBP","unknown","web","I tried to recreate a famous movie scene by driving my car through a billboard. The billboard won.","motor","NIR","21.08.2023 21:45:44"
"2724517855732","Road Risks","closed","!$CL$!Y4$!7$#83@4# 7$!V@#L","","07.07.2027 16:15:09","Edinburgh Eurozone Brokers","low","EUR","","phone","I attempted to make a grand entrance at a party by sliding down a staircase banister and ended up crashing through a glass coffee table.","motor","WAL","21.08.2023 21:45:44"
"4059468479024","Commercial Auto Line","closed","# C$ L$@Y$5#@48@4$42#!H@U","22.08.2021","11.02.2027 21:45:03","Manchester Money Market","medium","","fault","phone","While attempting to do a handstand on a yoga ball, I lost my balance and crashed into a set of dumbbells.","motor","SCO","21.08.2023 21:45:44"
"4243934188494","Commercial Auto Line","open","#$C @L@#Y !5#!5$@4$ 2! 55! R #K","08.11.2021","03.04.2024 04:52:58","Nottinghamshire Investment Advisors","high","GBP","unknown","web","I thought it would be fun to ride a shopping cart down a steep hill, but it quickly got out of control and crashed into a parked car.","motor","WAL","21.08.2023 21:45:44"
"2498199950601","Road Risks","","! C$ L!Y 04@$5!@2#@3$!4$@C!#R","24.05.2023","13.11.2026 22:27:38","Birmingham Bond Advisors","low","GBP","fault","web","During a yoga session, I attempted a complicated pose and accidentally knocked over an expensive vase.","motor","WAL","21.08.2023 21:45:44"
"1586273320828","Road Risks","open"," @C#!L !Y7 #8#$5$@6# 24@Y@!I","24.05.2022","01.04.2026 18:52:21","Birmingham Bond Market","medium","GBP","fault","phone","I decided to test the durability of my phone by tossing it in the air and attempting to catch it, but I missed and it landed in a puddle.","motor","ENG","21.08.2023 21:45:44"
"4432970920276","Commercial Auto Line","closed","$CL@!Y@3@$9# 7#87!2# S$@X","09.01.2023","27.03.2027 02:47:02","Cambridge Capital Solutions","low","EUR","","web","I decided to test the durability of my new shoes by wearing them during a muddy obstacle course race, only to have them completely ruined by the end.","motor","ENG","21.08.2023 21:45:44"
"5271497283646","Personal Auto Line","closed","C#@L!#Y @3! 197@5 !9!Z$ D","14.07.2020","11.03.2027 06:34:24","Glasgow Glen Securities","low","GBP","non-fault","web","While trying to show off my basketball skills, I attempted a slam dunk and shattered the backboard.","motor","ENG","21.08.2023 21:45:44"
"4415129048929","Property","open","$C#$L @Y$ 0$17@#1@1!2F#U","","11.01.2025 03:50:26","Kent Key Capital","medium","GBP","non-fault","phone","I decided to test the bounce of a new basketball by throwing it off the roof, only to have it land in my neighbor's swimming pool.","motor","SCO","21.08.2023 21:45:44"
"8776877233573","Personal Auto Line","open"," !C#@L#@Y8$19!#4# 67#@F@W","14.03.2019","","Southampton Stockbrokers","low","GBP","fault","phone","I thought it would be fun to use a leaf blower to dry my wet laundry, but it ended up scattering clothes all over the neighborhood.","motor","WAL","21.08.2023 21:45:44"
"1429333366088","Property","closed"," #C!#L#$Y@#18!#0#1!#59#$Q #D","28.02.2019","20.06.2028 23:22:20","Bristol Bond Brokers","medium","EUR","fault","web","While trying to show off my basketball skills, I attempted a slam dunk and shattered the backboard.","motor","WAL","21.08.2023 21:45:44"
"187518389077","Road Risks","closed"," !C$@L #Y!7 @6 $7$58@!4PQ","19.01.2022","11.09.2027 12:46:59","Cardiff Investment Group","low","GBP","not applicable","phone","","motor","SCO","21.08.2023 21:45:44"
"5683489975594","Road Risks","closed","#C$L #Y8 $6#29#4! 8!#N!#M","29.11.2018","31.07.2027 11:24:01","Bristol Bankers","medium","GBP","not applicable","mail","I thought it would be hilarious to surprise my friends with a confetti cannon, but I accidentally set it off indoors, covering everything in a colorful mess.","motor","SCO","21.08.2023 21:45:44"
"4811746870569","Personal Auto Line","open"," $C!$L$@Y#9$#9!@8 #105$#F@#M","16.08.2019","13.11.2027 08:33:08","Cambridge Capital Advisors","low","GBP","fault","phone","I thought it would be fun to build a homemade water slide in the backyard, but it turned into a muddy disaster after the first slide.","motor","NIR","21.08.2023 21:45:44"
"4469933702468","","open","@ C@!L$!Y!#5@ 4!$5!33$2@ L@P","01.01.2023","12.07.2028 21:17:58","Cardiff Capital Trust","medium","EUR","unknown","phone","While attempting to fix a leaky faucet, I accidentally broke the handle and water started spraying everywhere.","motor","ENG","21.08.2023 21:45:44"
"1285590825554","Personal Auto Line","closed","C!$L #Y!3$#9 @9!@21 4@#T#!M","22.06.2021","03.02.2028 13:28:20","Glasgow Gate Securities","high","EUR","fault","web","I decided to test the strength of a hammock by jumping onto it from a tree branch, only to have it rip and send me crashing to the ground.","motor","SCO","21.08.2023 21:45:44"
"3618069212049","Commercial Auto Line","open","CL#!Y5$!75$!5@2$9 @K !T","26.06.2020","22.09.2027 08:08:07","Windsor Securities","medium","GBP","non-fault","phone","While trying to balance on a tightrope, I lost my footing and crashed into a picnic table full of food.","motor","ENG","21.08.2023 21:45:44"
"9737550634625","Personal Auto Line","","C@$LY! 0$!1!$8 !5@$8@ 3J@$P","05.04.2019","16.10.2026 09:27:12","Manchester Money Managers","low","GBP","","phone","I tried to impress my friends by attempting a high jump over a fence, but I got stuck on top and had to be rescued by a passerby.","motor","NIR","21.08.2023 21:45:44"
"8518253041536","Road Risks","closed","@$CLY#6! 6$@0$ 0$ 1@!6 !A$#C","30.01.2022","11.03.2028 17:08:09","Dundee Derivatives Market","low","EUR","not applicable","phone","I decided to test the durability of my running shoes by participating in a marathon, but they fell apart halfway through the race.","motor","NIR","21.08.2023 21:45:44"
"7517182654008","Commercial Auto Line","closed","@!C# L#$Y4$ 1!@9$@13$!4! Q#K","11.01.2021","19.06.2027 03:40:27","Kent Key Investments","medium","EUR","non-fault","phone","","motor","WAL","21.08.2023 21:45:44"
"201118404616","Road Risks","open","C@$LY @5@$7!0@!7 6$ 3!#D @E","31.12.2022","29.12.2025 01:04:41","Bristol Bankers","medium","EUR","non-fault","phone","I thought it would be hilarious to surprise my friends with a confetti cannon, but I accidentally set it off indoors, covering everything in a colorful mess.","motor","WAL","21.08.2023 21:45:44"
"8757806434297","Personal Auto Line","closed"," @C L Y !05!$5# 6#@5$!5N!#W","28.06.2021","14.04.2024 17:27:00","Britannia Brokers","medium","GBP","unknown","web","I decided to test the slipperiness of a banana peel by stepping on it, but it sent me sliding across the floor and crashing into a bookshelf.","property","NIR","21.08.2023 21:45:44"
"3703649370081","Personal Auto Line","closed","! C#!L$@Y !3 @8#@9#!9!@6 $1B @J","14.06.2019","","Liverpool Leveraged Finance","high","GBP","not applicable","web","While trying to take a selfie with a dolphin at the aquarium, my phone slipped out of my hand and fell into the dolphin tank.","motor","WAL","21.08.2023 21:45:44"
"6550992082475","Road Risks","closed","$!C#!L#!Y#!9!5@!3!#3@#2$@3E I","19.08.2020","19.08.2025 12:41:17","Nottinghamshire Wealth","medium","GBP","not applicable","web","I decided to test the endurance of my running shoes by participating in a marathon, but they fell apart halfway through the race.","motor","SCO","21.08.2023 21:45:44"
"1678336580202","Personal Auto Line","open","@C@L$#Y$ 9 #62 #2 3$@5A @Z","10.08.2022","15.12.2025 15:16:07","Liverpool Leveraged Finance","medium","GBP","non-fault","mail","While attempting to balance on a soccer ball, I lost my footing and crashed into a stack of pizza boxes.","motor","SCO","21.08.2023 21:45:44"
"9757791095891","Commercial Auto Line","open","$@C#@L! Y#$4#3 6#7$#0! 2$ C! F","29.03.2021","16.04.2027 21:02:19","Bristol Bond Brokers","low","EUR","unknown","other","While trying to show off my basketball skills, I attempted a slam dunk and shattered the backboard.","motor","SCO","21.08.2023 21:45:44"
"1622590909983","Property","open"," C@!L #Y $42! 9@!1@ 95!#I@$Q","11.04.2023","20.07.2028 20:55:18","Birmingham Bond Traders","low","GBP","not applicable","web","While attempting to do a backflip on a trampoline, I overshot and landed in the neighbor's swimming pool.","motor","WAL","21.08.2023 21:45:44"
"9559587519096","Road Risks","closed","!@C$L Y 0 !3!9@ 0@#9 !9@E@!S","24.09.2022","01.07.2026 08:13:50","Belfast Brokers","high","GBP","non-fault","phone","I decided to test the durability of my new shoes by wearing them during a muddy obstacle course race, only to have them completely ruined by the end.","motor","WAL","21.08.2023 21:45:44"
"9148227027209","Property","closed","#@C#L@#Y#8@2!3#$0 $36$G@!W","06.11.2020","27.08.2023 20:50:30","Belfast Business Brokers","medium","","","mail","I decided to test the flotation capabilities of my inflatable pool toys by using them in a regular swimming pool, only to discover they were not designed for it and promptly deflated.","motor","WAL","21.08.2023 21:45:44"
"2203693403935","Commercial Auto Line","closed","@C L Y!8@#2 #6#!6! 2@1 $IT","07.03.2023","24.04.2027 20:29:16","Leeds Loan Brokers","medium","GBP","not applicable","web","","motor","SCO","21.08.2023 21:45:44"
"1202413812281","Road Risks","","$C!$L!#Y!@0 #01!3$!5@$1 CU","25.05.2020","24.11.2026 13:13:33","Newcastle National Bank","medium","EUR","non-fault","phone","I decided to test the stickiness of super glue by attempting to repair my broken glasses, only to glue them to my forehead.","motor","SCO","21.08.2023 21:45:44"
"6467381301207","Property","open","$!C@LY# 8#@2 !8# 0#!7!@4 D@L","02.09.2019","11.11.2026 03:08:06","Kent Financial Group","high","EUR","unknown","phone","I decided to test the flotation capabilities of my inflatable pool toys by using them in a regular swimming pool, only to discover they were not designed for it and promptly deflated.","motor","NIR","21.08.2023 21:45:44"
"6036286404532","Road Risks","closed","$C! L$ Y$64@!4$ 4@81 #BJ","16.03.2022","30.04.2025 06:17:57","Bristol Bond Brokers","medium","GBP","not applicable","mail","I decided to test the durability of my smartphone by dropping it from a hot air balloon. It didn't survive the fall.","motor","ENG","21.08.2023 21:45:44"
"6242185383898","Property","closed"," C# LY 4!@6$ 65@ 15!#OI","21.03.2019","20.05.2024 22:10:18","Southampton Stock Exchange","high","GBP","not applicable","web","I thought it would be entertaining to try juggling eggs, but they slipped out of my hands and made a mess all over the kitchen floor.","motor","SCO","21.08.2023 21:45:44"
"3578745590490","Personal Auto Line","closed","C!#L#$Y3#@9#$8@48$@7!$K $B","12.04.2022","28.03.2027 06:17:56","Liverpool Lenders","medium","EUR","","web","I thought it would be amusing to try riding a unicycle while juggling knives, but it quickly turned into a chaotic scene with knives flying in all directions.","motor","SCO","21.08.2023 21:45:44"
"8331606550533","Property","open","@ C# L$@Y @12 @6$ 6 33@$XW","05.07.2020","13.01.2026 15:36:04","Surrey Securities","low","","non-fault","phone","While trying to take a selfie with a dolphin at the aquarium, my phone slipped out of my hand and fell into the dolphin tank.","motor","ENG","21.08.2023 21:45:44"
"9040028435713","Road Risks","closed","C$L$Y2@ 3! 7$65$0! X#$S","07.04.2019","04.06.2027 20:52:39","Surrey Sustainable Investments","high","GBP","unknown","web","I decided to test the strength of a ladder by standing on the very top rung, resulting in a toppled ladder and a bruised ego.","property","ENG","21.08.2023 21:45:44"
"435993006359","Commercial Auto Line","open","@#C!$L Y!@9#!7 #37#3 $5#$TQ","25.04.2019","09.05.2024 00:35:49","Belfast Bond Traders","low","EUR","unknown","mail","While attempting to ride a scooter downhill, the handlebar detached, causing me to lose control and crash into a pile of leaves.","motor","","21.08.2023 21:45:44"
"4534910859467","Road Risks","open","C!$L$@Y $3#!31 5!#52$ Z# Y","08.09.2022","16.05.2025 23:08:23","Belfast Business Partners","medium","EUR","non-fault","phone","I decided to test the sharpness of a kitchen knife by attempting to slice a tomato held in my hand, resulting in a small but messy injury.","motor","SCO","21.08.2023 21:45:44"
"1895272873825","Road Risks","open","!$C@ L@ Y $4 3! 1$#221# O #M","11.02.2022","01.11.2027 07:38:07","Birmingham Bond Traders","high","EUR","","phone","I thought it would be entertaining to have a water gun fight in the living room, but we ended up soaking all the furniture.","motor","SCO","21.08.2023 21:45:44"
"3234703662915","Personal Auto Line","closed","@!C#@L!#Y $4@#66$ 8@#8!5#@GA","03.10.2019","06.12.2023 19:33:55","Aberdeen Asset Management","high","EUR","fault","web","While trying to take a selfie with a dolphin at the aquarium, my phone slipped out of my hand and fell into the dolphin tank.","motor","SCO","21.08.2023 21:45:44"
"6194296011835","Property","open","#$CL !Y#@3 8@#7!9# 6! 8@V@$U","27.07.2019","06.10.2023 16:44:20","Sussex Stockbrokers","medium","EUR","unknown","mail","I tried to recreate a famous movie scene by driving my car through a billboard. The billboard won.","motor","NIR","21.08.2023 21:45:44"
"1709488012488","Commercial Auto Line","open","! C!$LY!5 $0!#39# 9@#1$@W @I","28.09.2018","01.07.2025 18:37:22","Edinburgh Equity Partners","medium","EUR","unknown","phone","While attempting to do a backflip on a trampoline, I overshot and landed in the neighbor's swimming pool.","motor","WAL","21.08.2023 21:45:44"
"7278971615855","Property","open","CL! Y @3!@58#2! 28$@H$D","03.06.2021","17.11.2025 00:55:30","Cambridge Currency Traders","high","EUR","fault","web","","motor","WAL","21.08.2023 21:45:44"
"606087250101","Property","open","$C# L$ Y9$#4 !3@$7@3 !5@#MH","13.04.2021","19.09.2023 10:10:13","Oxfordshire Options Trading","high","EUR","unknown","phone","I thought it would be funny to dress up as a superhero and attempt to fly off a low roof, but I ended up crash-landing into a bush.","motor","SCO","21.08.2023 21:45:44"
"9137103363924","Personal Auto Line","","C@!L#$Y3 $3 6$!20!$4X#!J","24.09.2021","02.09.2027 13:52:20","Essex Wealth Management","medium","EUR","non-fault","phone","I decided to test the stickiness of super glue by repairing my broken glasses, only to glue them to my forehead.","motor","","21.08.2023 21:45:44"
"435945511653","Personal Auto Line","open","#C$LY1 @4@#19 @1@!0#$K $F","22.03.2019","17.10.2024 12:59:38","Edinburgh Equity Exchange","medium","EUR","not applicable","web","I thought it would be entertaining to try juggling eggs, but they slipped out of my hands and made a mess all over the kitchen floor.","motor","NIR","21.08.2023 21:45:44"
"5206817096277","Personal Auto Line","","@$C@L#!Y #6@#3#03@#9# 9!$J!$P","","10.10.2027 15:25:01","Kent Financial Group","medium","EUR","non-fault","phone","While attempting to make a grand entrance at a costume party, my cape got caught on a doorknob and I tripped, crashing into the cake.","motor","WAL","21.08.2023 21:45:44"
"8199361761769","Road Risks","closed","@C!#L#$Y$!8!@3!2 #3@#9 $4C@ E","08.04.2023","04.03.2026 04:40:49","Belfast Business Partners","medium","GBP","fault","phone","I thought it would be fun to try tightrope walking between two trees, but I ended up falling and getting tangled in a clothesline.","motor","WAL","21.08.2023 21:45:44"
"7218967809709","Personal Auto Line","","@#CL#Y9 @8 $5 !3@1$#8 $I #Z","31.03.2019","09.06.2026 02:55:58","Newcastle National Bank","medium","EUR","non-fault","phone","I thought it would be funny to dress up as a superhero and attempt to fly off a low roof, but I ended up crash-landing into a bush.","motor","SCO","21.08.2023 21:45:44"
"5065183725638","Personal Auto Line","open","C!L!#Y 6 $4@2$ 4 4 $1@#R@!N","14.05.2023","11.01.2025 02:13:28","Dundee Derivatives Exchange","low","EUR","fault","phone","I decided to test the durability of a new pair of shoes by wearing them during a muddy obstacle course race, only to have them completely ruined by the end.","motor","NIR","21.08.2023 21:45:44"
"4623690095953","Commercial Auto Line","open","$C!$L# Y !9$#7 #1 0@$8$2$M#B","28.08.2019","31.12.2027 08:02:25","Windsor Securities","medium","GBP","fault","phone","While attempting to climb a tree to rescue a stranded cat, I got stuck and had to be rescued myself.","motor","SCO","21.08.2023 21:45:44"
"7409158934430","Property","closed"," @C#$L!$Y@ 2!#2 9$!92#1 U !C","29.11.2020","28.09.2025 11:31:15","Liverpool Loan Traders","medium","EUR","fault","web","I decided to test the durability of a watermelon by dropping it from a balcony, but it shattered upon impact and made a mess on the sidewalk.","motor","NIR","21.08.2023 21:45:44"
"5135068802231","Road Risks","open","$C@#L$ Y#9@$1!$1#!2 33QN","20.09.2019","21.04.2026 03:30:53","Liverpool Loan Traders","high","EUR","not applicable","phone","While attempting to fix a leaky roof, I accidentally stepped on a weak spot and fell through the ceiling, landing in the living room.","property","","21.08.2023 21:45:44"
"161578575929","Road Risks","closed","CLY1$@2$ 2 #8!$84# H#A","01.12.2020","13.03.2024 03:36:25","London Bridge Capital","high","GBP","not applicable","phone","While trying to impress my friends with my acrobatic skills, I attempted a backflip and crashed into a table full of snacks.","motor","","21.08.2023 21:45:44"
"5695888115209","Personal Auto Line","open"," C#@L#$Y@$1 @9#646 $5 #E#!L","03.01.2022","15.02.2024 05:19:24","Manchester Money Exchange","","EUR","fault","other","I decided to test the flotation capabilities of my inflatable pool toys by using them in a regular swimming pool, only to discover they were not designed for it and promptly deflated.","motor","NIR","21.08.2023 21:45:44"
"8982161801780","Commercial Auto Line","open","!@CL$#Y0$@3#$4!02$#6!K!@S","19.04.2021","24.09.2024 12:12:17","Nottinghamshire Investment Advisors","high","GBP","not applicable","phone","While trying to impress my friends with my acrobatic skills, I attempted a backflip and crashed into a table full of snacks.","motor","NIR","21.08.2023 21:45:44"
"5928859937974","Commercial Auto Line","closed","$@C# L@#Y$!5!@4!$35!@68@$G !V","21.02.2020","02.06.2025 15:35:55","Belfast Bond Traders","low","EUR","unknown","web","While attempting to climb a tree to rescue a stranded cat, I got stuck and had to be rescued myself.","motor","NIR","21.08.2023 21:45:44"
"2855222476992","Commercial Auto Line","closed","C@!L@#Y8# 0$735@!7 !E#!D","29.10.2018","27.10.2023 04:46:58","Liverpool Investment Services","low","EUR","not applicable","phone","I decided to test the fire alarm system in my apartment by lighting a candle directly under the smoke detector, triggering a false alarm.","motor","ENG","21.08.2023 21:45:44"
"178048018585","","open","@$C! L @Y 3@!5@#7@3 #6@!3@#Q@$L","25.08.2022","25.12.2026 01:49:23","Birmingham Bridge Capital","high","GBP","fault","phone","I thought it would be fun to use my leaf blower to simulate a tornado, but it ended up blowing away my neighbor's laundry.","motor","NIR","21.08.2023 21:45:44"
"9427348754217","Road Risks","closed","!$C@ L$Y! 5 #5 34# 3@!7!@L!H","27.09.2019","02.12.2026 04:18:35","Nottinghamshire Investment Solutions","high","GBP","non-fault","phone","While trying to impress my friends with my dance moves, I tripped on my shoelaces and fell into a cake.","motor","SCO","21.08.2023 21:45:44"
"948819225659","Road Risks","closed","#@C#!L@Y@ 5!$5!@5 8@$24@!G$@B","03.05.2023","15.02.2024 02:10:59","Birmingham Bridge Capital","low","EUR","non-fault","phone","I decided to test the heat resistance of my hairdryer by pointing it at a lit candle, resulting in a singed hairstyle and a burnt hairdryer.","motor","WAL","21.08.2023 21:45:44"
"117444783988","Property","closed"," !C$L@Y32! 7 @4!0#8@$Q$!A","14.05.2022","18.06.2026 21:34:05","Cardiff Capital Market Solutions","medium","EUR","non-fault","web","","","ENG","21.08.2023 21:45:44"
"4544496438149","Property","","@C @L#@Y3 1@#1#$4#!5$@0#$N $Q","14.05.2022","09.01.2024 19:28:14","Nottinghamshire Wealth","low","GBP","non-fault","mail","While attempting to perform a magic trick with fire, I accidentally set my curtains ablaze.","motor","WAL","21.08.2023 21:45:44"
"4711492889844","Personal Auto Line","open","$#C$#L$ Y #8@$6@$1 $8$#9@ 9 !QN","01.05.2022","27.07.2028 04:58:14","Edinburgh Eurozone Brokers","low","GBP","","phone","While attempting to ride a scooter downhill, the handlebar detached, causing me to lose control and crash into a pile of leaves.","motor","NIR","21.08.2023 21:45:44"
"8078494934857","Road Risks","open","$ C$#LY#!7$ 3#7@0#@0#@4@!O!U","07.05.2021","19.02.2025 19:50:54","Liverpool Leveraged Finance","low","EUR","not applicable","phone","While trying to impress my friends with my dance moves, I tripped on my shoelaces and fell into a cake.","motor","SCO","21.08.2023 21:45:44"
"1343576154510","Commercial Auto Line","closed","#$CL #Y@$8!1#@3 3@#7$@0$G $T","29.06.2022","29.12.2024 14:12:12","Edinburgh Equity Exchange","high","","fault","web","While trying to balance on a tightrope, I lost my footing and crashed into a picnic table full of food.","motor","WAL","21.08.2023 21:45:44"
"9224483229367","Commercial Auto Line","open","@ CL!Y !7#$62@5! 2!@5$!PQ","06.09.2019","09.06.2028 18:05:02","Dundee Derivatives Market","low","EUR","non-fault","phone","I decided to test the strength of a piñata by using a baseball bat, but I swung too hard and accidentally hit my neighbor's car.","motor","WAL","21.08.2023 21:45:44"
"8733335692712","Property","closed","# C $L $Y@0@3@ 1#3# 7!@6@$V $O","13.07.2020","07.12.2026 21:49:41","Oxfordshire Options Trading","high","","fault","phone","I decided to test the flotation capabilities of my inflatable pool toys by using them in a regular swimming pool, only to discover they were not designed for it and promptly deflated.","","WAL","21.08.2023 21:45:44"
"1637816286682","Road Risks","closed","$!CLY !1 #5$!6# 2$2@$0#$G@E","31.01.2021","29.09.2025 03:46:14","Glasgow Growth Securities","high","GBP","non-fault","web","I decided to test the limits of my trampoline by attempting a double backflip, but I overshot and landed in a tree.","motor","WAL","21.08.2023 21:45:44"
"6273090694974","Property","open","CLY#!3 @51# 5 #5@0F@$R","20.08.2022","22.05.2027 20:41:52","Westminster Wealth Management","low","GBP","unknown","web","While attempting to fix a leaky faucet, I accidentally broke the handle and water started spraying everywhere.","motor","WAL","21.08.2023 21:45:44"
"9777729471624","Road Risks","open"," @C#L!$Y$#4 7$!5$!9!#6@ 3!#J #S","24.03.2023","16.02.2026 21:55:57","Belfast Brokers","high","EUR","not applicable","phone","While trying to impress my friends with my acrobatic skills, I attempted a backflip and crashed into a table full of snacks.","motor","SCO","21.08.2023 21:45:44"
"6323843780501","Road Risks","closed","C!#L$!Y#1#@80!$7$ 7@ 7O #C","05.06.2019","24.11.2027 12:51:59","Belfast Bond Traders","low","GBP","fault","web","While attempting to capture a spider in my house, I accidentally knocked over a shelf, causing a chain reaction that toppled multiple shelves.","motor","ENG","21.08.2023 21:45:44"
"989789725823","Personal Auto Line","open","$!C$@L$@Y!$7@#58$3 !3# 5 !B !Z","16.01.2022","28.01.2027 20:52:52","Bristol Bond Brokers","high","EUR","non-fault","phone","While attempting to do a handstand on a yoga ball, I lost my balance and crashed into a set of dumbbells.","motor","NIR","21.08.2023 21:45:44"
"5700708250049","Personal Auto Line","open","$ C@!LY$!7$@5!7 #54 #6#@Y!D","","16.07.2028 08:33:44","Dundee Investment Services","low","EUR","fault","web","While trying to balance on a tightrope, I lost my footing and crashed into a picnic table full of food.","motor","NIR","21.08.2023 21:45:44"
"5039085693860","Personal Auto Line","open"," #C#@L#@Y@ 26@ 35 #7@#9#!J#H","05.11.2018","10.03.2028 18:23:06","Leeds Asset Management","high","GBP","not applicable","phone","While trying to show off my basketball skills, I attempted a slam dunk and shattered the backboard.","motor","WAL","21.08.2023 21:45:44"
"4546752528498","Road Risks","closed","!CL !Y@$2# 66@8@0@!8P#$U","10.06.2021","15.04.2024 11:09:04","Cardiff Capital Markets","medium","GBP","unknown","phone","While trying to take a selfie with a dolphin at the aquarium, my phone slipped out of my hand and fell into the dolphin tank.","motor","ENG","21.08.2023 21:45:44"
"8913322024051","Road Risks","open","#@C !LY @2 #5 !5 @5@$3#3#C!$S","13.08.2020","","Dundee Derivatives Brokers","low","EUR","non-fault","phone","While attempting to capture a spider in my house, I accidentally knocked over a shelf, causing a chain reaction that toppled multiple shelves.","motor","ENG","21.08.2023 21:45:44"
"9604012149771","Personal Auto Line","closed","$!C!L#@Y$#1 @86#$4@ 5$@8!$I@#R","08.10.2019","21.04.2024 11:45:15","Surrey Structured Securities","low","EUR","non-fault","phone","","motor","WAL","21.08.2023 21:45:44"
"1236350572078","Commercial Auto Line","open","#!C@!L# Y @28@91$ 3$ 8@#J !T","21.12.2022","18.09.2024 05:32:55","Belfast Business Brokers","high","EUR","fault","web","While attempting to breakdance on a slippery dance floor, I ended up doing the splits and tearing my pants.","motor","WAL","21.08.2023 21:45:44"
"1406924319274","Property","open","C$#L$ Y$6#@8@6#@5$53 $QB","02.07.2020","05.08.2025 10:23:34","Nottinghamshire Wealth","medium","EUR","not applicable","mail","I thought it would be fun to use roller skates instead of shoes for a day, but I ended up falling down the stairs.","motor","NIR","21.08.2023 21:45:44"
"6999917412372","Personal Auto Line","closed"," $C#$LY@$18#@1@ 0$!6$!7@Y!T","16.01.2021","30.11.2023 02:00:31","Birmingham Bond Traders","low","GBP","unknown","web","While trying to impress my friends with my dance moves, I tripped on my shoelaces and fell into a cake.","motor","ENG","21.08.2023 21:45:44"
